from,to,degree,source,target
University Of Michigan,Predictive Analytics,1,84,65
University Of Michigan,Knowledge Discovery In Databases,1,84,50
University Of Michigan,Mathematics,1,84,56
University Of Michigan,Statistics,1,84,81
University Of Michigan,Information Science,1,84,45
University Of Michigan,Computer Science,1,84,13
University Of Michigan,Signal Processing,1,84,72
University Of Michigan,Probability Models,1,84,66
University Of Michigan,Machine Learning,1,84,53
University Of Michigan,Statistical Learning Theory,1,84,79
University Of Michigan,Data Mining,1,84,19
University Of Michigan,Database,1,84,23
University Of Michigan,Data Engineering,1,84,18
University Of Michigan,Pattern Recognition And Learning,1,84,61
University Of Michigan,Data Visualization,1,84,21
University Of Michigan,Predictive Analytics,1,84,65
University Of Michigan,Uncertainty Modeling,1,84,83
University Of Michigan,Data Warehousing,1,84,22
University Of Michigan,Data Compression,1,84,17
University Of Michigan,Computer Programming,1,84,12
University Of Michigan,Artificial Intelligence,1,84,2
University Of Michigan,High Performance Computing,1,84,38
University Of Michigan,Big Data,1,84,4
University Of Michigan,Machine Learning,1,84,53
University Of Michigan,Machine Translation,1,84,54
University Of Michigan,Speech Recognition,1,84,76
University Of Michigan,Robotics,1,84,68
University Of Michigan,Search Engines,1,84,71
University Of Michigan,Digital Economy,1,84,26
University Of Michigan,Biological Sciences,1,84,5
University Of Michigan,Medical Informatics,1,84,57
University Of Michigan,Health Care,1,84,37
University Of Michigan,Social Sciences,1,84,74
University Of Michigan,Humanities,1,84,40
University Of Michigan,Economics,1,84,30
University Of Michigan,Business,1,84,7
University Of Michigan,Finance,1,84,33
University Of Michigan,Data Mining,1,84,19
University Of Michigan,Data Analysis,1,84,16
University Of Michigan,Harvard Business Review,1,84,36
University Of Michigan,The Data Incubator,1,84,82
University Of Michigan,Datalogy,1,84,24
University Of Michigan,Computer Science,1,84,13
University Of Michigan,Peter Naur,1,84,62
University Of Michigan,University Of Michigan,1,84,84
University Of Michigan,Prasanta Chandra Mahalanobis,1,84,64
University Of Michigan,Indian Statistical Institute,1,84,41
University Of Michigan,Dj Patil,1,84,28
University Of Michigan,Jeff Hammerbacher,1,84,48
University Of Michigan,Statistics,1,84,81
University Of Michigan,Forbes,1,84,34
University Of Michigan,Buzzword,1,84,9
University Of Michigan,Business Analytics,1,84,8
University Of Michigan,American Statistical Association,1,84,0
University Of Michigan,Nate Silver,1,84,59
University Of Michigan,List Of Statistical Packages,1,84,52
University Of Michigan,Digital Object Identifier,1,84,27
University Of Michigan,Forbes,1,84,34
University Of Michigan,International Standard Book Number,1,84,47
University Of Michigan,International Standard Book Number,1,84,47
University Of Michigan,Data Science,1,84,20
University Of Michigan,Data Science,1,84,20
University Of Michigan,Main Page,1,84,55
University Of Michigan,Main Page,1,84,55
Peter Naur,Information Science,1,62,45
Peter Naur,Statistics,1,62,81
Peter Naur,Data Visualization,1,62,21
Peter Naur,Exploratory Data Analysis,1,62,32
Peter Naur,Information Design,1,62,44
Peter Naur,Interactive Data Visualization,1,62,46
Peter Naur,Descriptive Statistics,1,62,25
Peter Naur,Statistical Inference,1,62,78
Peter Naur,Statistical Graphics,1,62,77
Peter Naur,Data Analysis,1,62,16
Peter Naur,Infographic,1,62,42
Peter Naur,Edward Tufte,1,62,31
Peter Naur,Hadley Wickham,1,62,35
Peter Naur,Drew Conway,1,62,29
Peter Naur,Line Chart,1,62,51
Peter Naur,Bar Chart,1,62,3
Peter Naur,Histogram,1,62,39
Peter Naur,Scatterplot,1,62,70
Peter Naur,Boxplot,1,62,6
Peter Naur,Pareto Chart,1,62,60
Peter Naur,Pie Chart,1,62,63
Peter Naur,Area Chart,1,62,1
Peter Naur,Control Chart,1,62,14
Peter Naur,Run Chart,1,62,69
Peter Naur,Cartogram,1,62,10
Peter Naur,Small Multiple,1,62,73
Peter Naur,Sparkline,1,62,75
Peter Naur,Data,1,62,15
Peter Naur,Information,1,62,43
Peter Naur,Big Data,1,62,4
Peter Naur,Database,1,62,23
Peter Naur,Chartjunk,1,62,11
Peter Naur,Visual Perception,1,62,85
Peter Naur,Regression Analysis,1,62,67
Peter Naur,Statistical Model,1,62,80
Peter Naur,Misleading Graph,1,62,58
Peter Naur,Knowledge,1,62,49
Peter Naur,Data,1,62,15
Peter Naur,Statistics,1,62,81
Peter Naur,Data Mining,1,62,19
Peter Naur,Predictive Analytics,1,62,65
Peter Naur,Knowledge Discovery In Databases,1,62,50
Peter Naur,Mathematics,1,62,56
Peter Naur,Statistics,1,62,81
Peter Naur,Information Science,1,62,45
Peter Naur,Computer Science,1,62,13
Peter Naur,Signal Processing,1,62,72
Peter Naur,Probability Models,1,62,66
Peter Naur,Machine Learning,1,62,53
Peter Naur,Statistical Learning Theory,1,62,79
Peter Naur,Data Mining,1,62,19
Peter Naur,Database,1,62,23
Peter Naur,Data Engineering,1,62,18
Peter Naur,Pattern Recognition And Learning,1,62,61
Peter Naur,Data Visualization,1,62,21
Peter Naur,Predictive Analytics,1,62,65
Peter Naur,Uncertainty Modeling,1,62,83
Peter Naur,Data Warehousing,1,62,22
Peter Naur,Data Compression,1,62,17
Peter Naur,Computer Programming,1,62,12
Peter Naur,Artificial Intelligence,1,62,2
Peter Naur,High Performance Computing,1,62,38
Peter Naur,Big Data,1,62,4
Peter Naur,Machine Learning,1,62,53
Peter Naur,Machine Translation,1,62,54
Peter Naur,Speech Recognition,1,62,76
Peter Naur,Robotics,1,62,68
Peter Naur,Search Engines,1,62,71
Peter Naur,Digital Economy,1,62,26
Peter Naur,Biological Sciences,1,62,5
Peter Naur,Medical Informatics,1,62,57
Peter Naur,Health Care,1,62,37
Peter Naur,Social Sciences,1,62,74
Peter Naur,Humanities,1,62,40
Peter Naur,Economics,1,62,30
Peter Naur,Business,1,62,7
Peter Naur,Finance,1,62,33
Peter Naur,Data Mining,1,62,19
Peter Naur,Data Analysis,1,62,16
Peter Naur,Harvard Business Review,1,62,36
Peter Naur,The Data Incubator,1,62,82
Peter Naur,Datalogy,1,62,24
Peter Naur,Computer Science,1,62,13
Peter Naur,Peter Naur,1,62,62
Peter Naur,University Of Michigan,1,62,84
Peter Naur,Prasanta Chandra Mahalanobis,1,62,64
Peter Naur,Indian Statistical Institute,1,62,41
Peter Naur,Dj Patil,1,62,28
Peter Naur,Jeff Hammerbacher,1,62,48
Peter Naur,Statistics,1,62,81
Peter Naur,Forbes,1,62,34
Peter Naur,Buzzword,1,62,9
Peter Naur,Business Analytics,1,62,8
Peter Naur,American Statistical Association,1,62,0
Peter Naur,Nate Silver,1,62,59
Peter Naur,List Of Statistical Packages,1,62,52
Peter Naur,Digital Object Identifier,1,62,27
Peter Naur,Forbes,1,62,34
Peter Naur,International Standard Book Number,1,62,47
Peter Naur,International Standard Book Number,1,62,47
Peter Naur,Data Science,1,62,20
Peter Naur,Data Science,1,62,20
Peter Naur,Main Page,1,62,55
Peter Naur,Main Page,1,62,55
Datalogy,Information Science,1,24,45
Datalogy,Statistics,1,24,81
Datalogy,Data Visualization,1,24,21
Datalogy,Exploratory Data Analysis,1,24,32
Datalogy,Information Design,1,24,44
Datalogy,Interactive Data Visualization,1,24,46
Datalogy,Descriptive Statistics,1,24,25
Datalogy,Statistical Inference,1,24,78
Datalogy,Statistical Graphics,1,24,77
Datalogy,Data Analysis,1,24,16
Datalogy,Infographic,1,24,42
Datalogy,Edward Tufte,1,24,31
Datalogy,Hadley Wickham,1,24,35
Datalogy,Drew Conway,1,24,29
Datalogy,Line Chart,1,24,51
Datalogy,Bar Chart,1,24,3
Datalogy,Histogram,1,24,39
Datalogy,Scatterplot,1,24,70
Datalogy,Boxplot,1,24,6
Datalogy,Pareto Chart,1,24,60
Datalogy,Pie Chart,1,24,63
Datalogy,Area Chart,1,24,1
Datalogy,Control Chart,1,24,14
Datalogy,Run Chart,1,24,69
Datalogy,Cartogram,1,24,10
Datalogy,Small Multiple,1,24,73
Datalogy,Sparkline,1,24,75
Datalogy,Data,1,24,15
Datalogy,Information,1,24,43
Datalogy,Big Data,1,24,4
Datalogy,Database,1,24,23
Datalogy,Chartjunk,1,24,11
Datalogy,Visual Perception,1,24,85
Datalogy,Regression Analysis,1,24,67
Datalogy,Statistical Model,1,24,80
Datalogy,Misleading Graph,1,24,58
Datalogy,Knowledge,1,24,49
Datalogy,Data,1,24,15
Datalogy,Statistics,1,24,81
Datalogy,Data Mining,1,24,19
Datalogy,Predictive Analytics,1,24,65
Datalogy,Knowledge Discovery In Databases,1,24,50
Datalogy,Mathematics,1,24,56
Datalogy,Statistics,1,24,81
Datalogy,Information Science,1,24,45
Datalogy,Computer Science,1,24,13
Datalogy,Signal Processing,1,24,72
Datalogy,Probability Models,1,24,66
Datalogy,Machine Learning,1,24,53
Datalogy,Statistical Learning Theory,1,24,79
Datalogy,Data Mining,1,24,19
Datalogy,Database,1,24,23
Datalogy,Data Engineering,1,24,18
Datalogy,Pattern Recognition And Learning,1,24,61
Datalogy,Data Visualization,1,24,21
Datalogy,Predictive Analytics,1,24,65
Datalogy,Uncertainty Modeling,1,24,83
Datalogy,Data Warehousing,1,24,22
Datalogy,Data Compression,1,24,17
Datalogy,Computer Programming,1,24,12
Datalogy,Artificial Intelligence,1,24,2
Datalogy,High Performance Computing,1,24,38
Datalogy,Big Data,1,24,4
Datalogy,Machine Learning,1,24,53
Datalogy,Machine Translation,1,24,54
Datalogy,Speech Recognition,1,24,76
Datalogy,Robotics,1,24,68
Datalogy,Search Engines,1,24,71
Datalogy,Digital Economy,1,24,26
Datalogy,Biological Sciences,1,24,5
Datalogy,Medical Informatics,1,24,57
Datalogy,Health Care,1,24,37
Datalogy,Social Sciences,1,24,74
Datalogy,Humanities,1,24,40
Datalogy,Economics,1,24,30
Datalogy,Business,1,24,7
Datalogy,Finance,1,24,33
Datalogy,Data Mining,1,24,19
Datalogy,Data Analysis,1,24,16
Datalogy,Harvard Business Review,1,24,36
Datalogy,The Data Incubator,1,24,82
Datalogy,Datalogy,1,24,24
Datalogy,Computer Science,1,24,13
Datalogy,Peter Naur,1,24,62
Datalogy,University Of Michigan,1,24,84
Datalogy,Prasanta Chandra Mahalanobis,1,24,64
Datalogy,Indian Statistical Institute,1,24,41
Datalogy,Dj Patil,1,24,28
Datalogy,Jeff Hammerbacher,1,24,48
Datalogy,Statistics,1,24,81
Datalogy,Forbes,1,24,34
Datalogy,Buzzword,1,24,9
Datalogy,Business Analytics,1,24,8
Datalogy,American Statistical Association,1,24,0
Datalogy,Nate Silver,1,24,59
Datalogy,List Of Statistical Packages,1,24,52
Datalogy,Digital Object Identifier,1,24,27
Datalogy,Forbes,1,24,34
Datalogy,International Standard Book Number,1,24,47
Datalogy,International Standard Book Number,1,24,47
Datalogy,Data Science,1,24,20
Datalogy,Data Science,1,24,20
Datalogy,Main Page,1,24,55
Datalogy,Main Page,1,24,55
The Data Incubator,Information Science,1,82,45
The Data Incubator,Statistics,1,82,81
The Data Incubator,Data Visualization,1,82,21
The Data Incubator,Exploratory Data Analysis,1,82,32
The Data Incubator,Information Design,1,82,44
The Data Incubator,Interactive Data Visualization,1,82,46
The Data Incubator,Descriptive Statistics,1,82,25
The Data Incubator,Statistical Inference,1,82,78
The Data Incubator,Statistical Graphics,1,82,77
The Data Incubator,Data Analysis,1,82,16
The Data Incubator,Infographic,1,82,42
The Data Incubator,Edward Tufte,1,82,31
The Data Incubator,Hadley Wickham,1,82,35
The Data Incubator,Drew Conway,1,82,29
The Data Incubator,Line Chart,1,82,51
The Data Incubator,Bar Chart,1,82,3
The Data Incubator,Histogram,1,82,39
The Data Incubator,Scatterplot,1,82,70
The Data Incubator,Boxplot,1,82,6
The Data Incubator,Pareto Chart,1,82,60
The Data Incubator,Pie Chart,1,82,63
The Data Incubator,Area Chart,1,82,1
The Data Incubator,Control Chart,1,82,14
The Data Incubator,Run Chart,1,82,69
The Data Incubator,Cartogram,1,82,10
The Data Incubator,Small Multiple,1,82,73
The Data Incubator,Sparkline,1,82,75
The Data Incubator,Data,1,82,15
The Data Incubator,Information,1,82,43
The Data Incubator,Big Data,1,82,4
The Data Incubator,Database,1,82,23
The Data Incubator,Chartjunk,1,82,11
The Data Incubator,Visual Perception,1,82,85
The Data Incubator,Regression Analysis,1,82,67
The Data Incubator,Statistical Model,1,82,80
The Data Incubator,Misleading Graph,1,82,58
The Data Incubator,Knowledge,1,82,49
The Data Incubator,Data,1,82,15
The Data Incubator,Statistics,1,82,81
The Data Incubator,Data Mining,1,82,19
The Data Incubator,Predictive Analytics,1,82,65
The Data Incubator,Knowledge Discovery In Databases,1,82,50
The Data Incubator,Mathematics,1,82,56
The Data Incubator,Statistics,1,82,81
The Data Incubator,Information Science,1,82,45
The Data Incubator,Computer Science,1,82,13
The Data Incubator,Signal Processing,1,82,72
The Data Incubator,Probability Models,1,82,66
The Data Incubator,Machine Learning,1,82,53
The Data Incubator,Statistical Learning Theory,1,82,79
The Data Incubator,Data Mining,1,82,19
The Data Incubator,Database,1,82,23
The Data Incubator,Data Engineering,1,82,18
The Data Incubator,Pattern Recognition And Learning,1,82,61
The Data Incubator,Data Visualization,1,82,21
The Data Incubator,Predictive Analytics,1,82,65
The Data Incubator,Uncertainty Modeling,1,82,83
The Data Incubator,Data Warehousing,1,82,22
The Data Incubator,Data Compression,1,82,17
The Data Incubator,Computer Programming,1,82,12
The Data Incubator,Artificial Intelligence,1,82,2
The Data Incubator,High Performance Computing,1,82,38
The Data Incubator,Big Data,1,82,4
The Data Incubator,Machine Learning,1,82,53
The Data Incubator,Machine Translation,1,82,54
The Data Incubator,Speech Recognition,1,82,76
The Data Incubator,Robotics,1,82,68
The Data Incubator,Search Engines,1,82,71
The Data Incubator,Digital Economy,1,82,26
The Data Incubator,Biological Sciences,1,82,5
The Data Incubator,Medical Informatics,1,82,57
The Data Incubator,Health Care,1,82,37
The Data Incubator,Social Sciences,1,82,74
The Data Incubator,Humanities,1,82,40
The Data Incubator,Economics,1,82,30
The Data Incubator,Business,1,82,7
The Data Incubator,Finance,1,82,33
The Data Incubator,Data Mining,1,82,19
The Data Incubator,Data Analysis,1,82,16
The Data Incubator,Harvard Business Review,1,82,36
The Data Incubator,The Data Incubator,1,82,82
The Data Incubator,Datalogy,1,82,24
The Data Incubator,Computer Science,1,82,13
The Data Incubator,Peter Naur,1,82,62
The Data Incubator,University Of Michigan,1,82,84
The Data Incubator,Prasanta Chandra Mahalanobis,1,82,64
The Data Incubator,Indian Statistical Institute,1,82,41
The Data Incubator,Dj Patil,1,82,28
The Data Incubator,Jeff Hammerbacher,1,82,48
The Data Incubator,Statistics,1,82,81
The Data Incubator,Forbes,1,82,34
The Data Incubator,Buzzword,1,82,9
The Data Incubator,Business Analytics,1,82,8
The Data Incubator,American Statistical Association,1,82,0
The Data Incubator,Nate Silver,1,82,59
The Data Incubator,List Of Statistical Packages,1,82,52
The Data Incubator,Digital Object Identifier,1,82,27
The Data Incubator,Forbes,1,82,34
The Data Incubator,International Standard Book Number,1,82,47
The Data Incubator,International Standard Book Number,1,82,47
The Data Incubator,Data Science,1,82,20
The Data Incubator,Data Science,1,82,20
The Data Incubator,Main Page,1,82,55
The Data Incubator,Main Page,1,82,55
Harvard Business Review,Information Science,1,36,45
Harvard Business Review,Statistics,1,36,81
Harvard Business Review,Data Visualization,1,36,21
Harvard Business Review,Exploratory Data Analysis,1,36,32
Harvard Business Review,Information Design,1,36,44
Harvard Business Review,Interactive Data Visualization,1,36,46
Harvard Business Review,Descriptive Statistics,1,36,25
Harvard Business Review,Statistical Inference,1,36,78
Harvard Business Review,Statistical Graphics,1,36,77
Harvard Business Review,Data Analysis,1,36,16
Harvard Business Review,Infographic,1,36,42
Harvard Business Review,Edward Tufte,1,36,31
Harvard Business Review,Hadley Wickham,1,36,35
Harvard Business Review,Drew Conway,1,36,29
Harvard Business Review,Line Chart,1,36,51
Harvard Business Review,Bar Chart,1,36,3
Harvard Business Review,Histogram,1,36,39
Harvard Business Review,Scatterplot,1,36,70
Harvard Business Review,Boxplot,1,36,6
Harvard Business Review,Pareto Chart,1,36,60
Harvard Business Review,Pie Chart,1,36,63
Harvard Business Review,Area Chart,1,36,1
Harvard Business Review,Control Chart,1,36,14
Harvard Business Review,Run Chart,1,36,69
Harvard Business Review,Cartogram,1,36,10
Harvard Business Review,Small Multiple,1,36,73
Harvard Business Review,Sparkline,1,36,75
Harvard Business Review,Data,1,36,15
Harvard Business Review,Information,1,36,43
Harvard Business Review,Big Data,1,36,4
Harvard Business Review,Database,1,36,23
Harvard Business Review,Chartjunk,1,36,11
Harvard Business Review,Visual Perception,1,36,85
Harvard Business Review,Regression Analysis,1,36,67
Harvard Business Review,Statistical Model,1,36,80
Harvard Business Review,Misleading Graph,1,36,58
Harvard Business Review,Knowledge,1,36,49
Harvard Business Review,Data,1,36,15
Harvard Business Review,Statistics,1,36,81
Harvard Business Review,Data Mining,1,36,19
Harvard Business Review,Predictive Analytics,1,36,65
Harvard Business Review,Knowledge Discovery In Databases,1,36,50
Harvard Business Review,Mathematics,1,36,56
Harvard Business Review,Statistics,1,36,81
Harvard Business Review,Information Science,1,36,45
Harvard Business Review,Computer Science,1,36,13
Harvard Business Review,Signal Processing,1,36,72
Harvard Business Review,Probability Models,1,36,66
Harvard Business Review,Machine Learning,1,36,53
Harvard Business Review,Statistical Learning Theory,1,36,79
Harvard Business Review,Data Mining,1,36,19
Harvard Business Review,Database,1,36,23
Harvard Business Review,Data Engineering,1,36,18
Harvard Business Review,Pattern Recognition And Learning,1,36,61
Harvard Business Review,Data Visualization,1,36,21
Harvard Business Review,Predictive Analytics,1,36,65
Harvard Business Review,Uncertainty Modeling,1,36,83
Harvard Business Review,Data Warehousing,1,36,22
Harvard Business Review,Data Compression,1,36,17
Harvard Business Review,Computer Programming,1,36,12
Harvard Business Review,Artificial Intelligence,1,36,2
Harvard Business Review,High Performance Computing,1,36,38
Harvard Business Review,Big Data,1,36,4
Harvard Business Review,Machine Learning,1,36,53
Harvard Business Review,Machine Translation,1,36,54
Harvard Business Review,Speech Recognition,1,36,76
Harvard Business Review,Robotics,1,36,68
Harvard Business Review,Search Engines,1,36,71
Harvard Business Review,Digital Economy,1,36,26
Harvard Business Review,Biological Sciences,1,36,5
Harvard Business Review,Medical Informatics,1,36,57
Harvard Business Review,Health Care,1,36,37
Harvard Business Review,Social Sciences,1,36,74
Harvard Business Review,Humanities,1,36,40
Harvard Business Review,Economics,1,36,30
Harvard Business Review,Business,1,36,7
Harvard Business Review,Finance,1,36,33
Harvard Business Review,Data Mining,1,36,19
Harvard Business Review,Data Analysis,1,36,16
Harvard Business Review,Harvard Business Review,1,36,36
Harvard Business Review,The Data Incubator,1,36,82
Harvard Business Review,Datalogy,1,36,24
Harvard Business Review,Computer Science,1,36,13
Harvard Business Review,Peter Naur,1,36,62
Harvard Business Review,University Of Michigan,1,36,84
Harvard Business Review,Prasanta Chandra Mahalanobis,1,36,64
Harvard Business Review,Indian Statistical Institute,1,36,41
Harvard Business Review,Dj Patil,1,36,28
Harvard Business Review,Jeff Hammerbacher,1,36,48
Harvard Business Review,Statistics,1,36,81
Harvard Business Review,Forbes,1,36,34
Harvard Business Review,Buzzword,1,36,9
Harvard Business Review,Business Analytics,1,36,8
Harvard Business Review,American Statistical Association,1,36,0
Harvard Business Review,Nate Silver,1,36,59
Harvard Business Review,List Of Statistical Packages,1,36,52
Harvard Business Review,Digital Object Identifier,1,36,27
Harvard Business Review,Forbes,1,36,34
Harvard Business Review,International Standard Book Number,1,36,47
Harvard Business Review,International Standard Book Number,1,36,47
Harvard Business Review,Data Science,1,36,20
Harvard Business Review,Data Science,1,36,20
Harvard Business Review,Main Page,1,36,55
Harvard Business Review,Main Page,1,36,55
Finance,Information Science,1,33,45
Finance,Statistics,1,33,81
Finance,Data Visualization,1,33,21
Finance,Exploratory Data Analysis,1,33,32
Finance,Information Design,1,33,44
Finance,Interactive Data Visualization,1,33,46
Finance,Descriptive Statistics,1,33,25
Finance,Statistical Inference,1,33,78
Finance,Statistical Graphics,1,33,77
Finance,Data Analysis,1,33,16
Finance,Infographic,1,33,42
Finance,Edward Tufte,1,33,31
Finance,Hadley Wickham,1,33,35
Finance,Drew Conway,1,33,29
Finance,Line Chart,1,33,51
Finance,Bar Chart,1,33,3
Finance,Histogram,1,33,39
Finance,Scatterplot,1,33,70
Finance,Boxplot,1,33,6
Finance,Pareto Chart,1,33,60
Finance,Pie Chart,1,33,63
Finance,Area Chart,1,33,1
Finance,Control Chart,1,33,14
Finance,Run Chart,1,33,69
Finance,Cartogram,1,33,10
Finance,Small Multiple,1,33,73
Finance,Sparkline,1,33,75
Finance,Data,1,33,15
Finance,Information,1,33,43
Finance,Big Data,1,33,4
Finance,Database,1,33,23
Finance,Chartjunk,1,33,11
Finance,Visual Perception,1,33,85
Finance,Regression Analysis,1,33,67
Finance,Statistical Model,1,33,80
Finance,Misleading Graph,1,33,58
Finance,Knowledge,1,33,49
Finance,Data,1,33,15
Finance,Statistics,1,33,81
Finance,Data Mining,1,33,19
Finance,Predictive Analytics,1,33,65
Finance,Knowledge Discovery In Databases,1,33,50
Finance,Mathematics,1,33,56
Finance,Statistics,1,33,81
Finance,Information Science,1,33,45
Finance,Computer Science,1,33,13
Finance,Signal Processing,1,33,72
Finance,Probability Models,1,33,66
Finance,Machine Learning,1,33,53
Finance,Statistical Learning Theory,1,33,79
Finance,Data Mining,1,33,19
Finance,Database,1,33,23
Finance,Data Engineering,1,33,18
Finance,Pattern Recognition And Learning,1,33,61
Finance,Data Visualization,1,33,21
Finance,Predictive Analytics,1,33,65
Finance,Uncertainty Modeling,1,33,83
Finance,Data Warehousing,1,33,22
Finance,Data Compression,1,33,17
Finance,Computer Programming,1,33,12
Finance,Artificial Intelligence,1,33,2
Finance,High Performance Computing,1,33,38
Finance,Big Data,1,33,4
Finance,Machine Learning,1,33,53
Finance,Machine Translation,1,33,54
Finance,Speech Recognition,1,33,76
Finance,Robotics,1,33,68
Finance,Search Engines,1,33,71
Finance,Digital Economy,1,33,26
Finance,Biological Sciences,1,33,5
Finance,Medical Informatics,1,33,57
Finance,Health Care,1,33,37
Finance,Social Sciences,1,33,74
Finance,Humanities,1,33,40
Finance,Economics,1,33,30
Finance,Business,1,33,7
Finance,Finance,1,33,33
Finance,Data Mining,1,33,19
Finance,Data Analysis,1,33,16
Finance,Harvard Business Review,1,33,36
Finance,The Data Incubator,1,33,82
Finance,Datalogy,1,33,24
Finance,Computer Science,1,33,13
Finance,Peter Naur,1,33,62
Finance,University Of Michigan,1,33,84
Finance,Prasanta Chandra Mahalanobis,1,33,64
Finance,Indian Statistical Institute,1,33,41
Finance,Dj Patil,1,33,28
Finance,Jeff Hammerbacher,1,33,48
Finance,Statistics,1,33,81
Finance,Forbes,1,33,34
Finance,Buzzword,1,33,9
Finance,Business Analytics,1,33,8
Finance,American Statistical Association,1,33,0
Finance,Nate Silver,1,33,59
Finance,List Of Statistical Packages,1,33,52
Finance,Digital Object Identifier,1,33,27
Finance,Forbes,1,33,34
Finance,International Standard Book Number,1,33,47
Finance,International Standard Book Number,1,33,47
Finance,Data Science,1,33,20
Finance,Data Science,1,33,20
Finance,Main Page,1,33,55
Finance,Main Page,1,33,55
Business,Information Science,1,7,45
Business,Statistics,1,7,81
Business,Data Visualization,1,7,21
Business,Exploratory Data Analysis,1,7,32
Business,Information Design,1,7,44
Business,Interactive Data Visualization,1,7,46
Business,Descriptive Statistics,1,7,25
Business,Statistical Inference,1,7,78
Business,Statistical Graphics,1,7,77
Business,Data Analysis,1,7,16
Business,Infographic,1,7,42
Business,Edward Tufte,1,7,31
Business,Hadley Wickham,1,7,35
Business,Drew Conway,1,7,29
Business,Line Chart,1,7,51
Business,Bar Chart,1,7,3
Business,Histogram,1,7,39
Business,Scatterplot,1,7,70
Business,Boxplot,1,7,6
Business,Pareto Chart,1,7,60
Business,Pie Chart,1,7,63
Business,Area Chart,1,7,1
Business,Control Chart,1,7,14
Business,Run Chart,1,7,69
Business,Cartogram,1,7,10
Business,Small Multiple,1,7,73
Business,Sparkline,1,7,75
Business,Data,1,7,15
Business,Information,1,7,43
Business,Big Data,1,7,4
Business,Database,1,7,23
Business,Chartjunk,1,7,11
Business,Visual Perception,1,7,85
Business,Regression Analysis,1,7,67
Business,Statistical Model,1,7,80
Business,Misleading Graph,1,7,58
Business,Knowledge,1,7,49
Business,Data,1,7,15
Business,Statistics,1,7,81
Business,Data Mining,1,7,19
Business,Predictive Analytics,1,7,65
Business,Knowledge Discovery In Databases,1,7,50
Business,Mathematics,1,7,56
Business,Statistics,1,7,81
Business,Information Science,1,7,45
Business,Computer Science,1,7,13
Business,Signal Processing,1,7,72
Business,Probability Models,1,7,66
Business,Machine Learning,1,7,53
Business,Statistical Learning Theory,1,7,79
Business,Data Mining,1,7,19
Business,Database,1,7,23
Business,Data Engineering,1,7,18
Business,Pattern Recognition And Learning,1,7,61
Business,Data Visualization,1,7,21
Business,Predictive Analytics,1,7,65
Business,Uncertainty Modeling,1,7,83
Business,Data Warehousing,1,7,22
Business,Data Compression,1,7,17
Business,Computer Programming,1,7,12
Business,Artificial Intelligence,1,7,2
Business,High Performance Computing,1,7,38
Business,Big Data,1,7,4
Business,Machine Learning,1,7,53
Business,Machine Translation,1,7,54
Business,Speech Recognition,1,7,76
Business,Robotics,1,7,68
Business,Search Engines,1,7,71
Business,Digital Economy,1,7,26
Business,Biological Sciences,1,7,5
Business,Medical Informatics,1,7,57
Business,Health Care,1,7,37
Business,Social Sciences,1,7,74
Business,Humanities,1,7,40
Business,Economics,1,7,30
Business,Business,1,7,7
Business,Finance,1,7,33
Business,Data Mining,1,7,19
Business,Data Analysis,1,7,16
Business,Harvard Business Review,1,7,36
Business,The Data Incubator,1,7,82
Business,Datalogy,1,7,24
Business,Computer Science,1,7,13
Business,Peter Naur,1,7,62
Business,University Of Michigan,1,7,84
Business,Prasanta Chandra Mahalanobis,1,7,64
Business,Indian Statistical Institute,1,7,41
Business,Dj Patil,1,7,28
Business,Jeff Hammerbacher,1,7,48
Business,Statistics,1,7,81
Business,Forbes,1,7,34
Business,Buzzword,1,7,9
Business,Business Analytics,1,7,8
Business,American Statistical Association,1,7,0
Business,Nate Silver,1,7,59
Business,List Of Statistical Packages,1,7,52
Business,Digital Object Identifier,1,7,27
Business,Forbes,1,7,34
Business,International Standard Book Number,1,7,47
Business,International Standard Book Number,1,7,47
Business,Data Science,1,7,20
Business,Data Science,1,7,20
Business,Main Page,1,7,55
Business,Main Page,1,7,55
Economics,Information Science,1,30,45
Economics,Statistics,1,30,81
Economics,Data Visualization,1,30,21
Economics,Exploratory Data Analysis,1,30,32
Economics,Information Design,1,30,44
Economics,Interactive Data Visualization,1,30,46
Economics,Descriptive Statistics,1,30,25
Economics,Statistical Inference,1,30,78
Economics,Statistical Graphics,1,30,77
Economics,Data Analysis,1,30,16
Economics,Infographic,1,30,42
Economics,Edward Tufte,1,30,31
Economics,Hadley Wickham,1,30,35
Economics,Drew Conway,1,30,29
Economics,Line Chart,1,30,51
Economics,Bar Chart,1,30,3
Economics,Histogram,1,30,39
Economics,Scatterplot,1,30,70
Economics,Boxplot,1,30,6
Economics,Pareto Chart,1,30,60
Economics,Pie Chart,1,30,63
Economics,Area Chart,1,30,1
Economics,Control Chart,1,30,14
Economics,Run Chart,1,30,69
Economics,Cartogram,1,30,10
Economics,Small Multiple,1,30,73
Economics,Sparkline,1,30,75
Economics,Data,1,30,15
Economics,Information,1,30,43
Economics,Big Data,1,30,4
Economics,Database,1,30,23
Economics,Chartjunk,1,30,11
Economics,Visual Perception,1,30,85
Economics,Regression Analysis,1,30,67
Economics,Statistical Model,1,30,80
Economics,Misleading Graph,1,30,58
Economics,Knowledge,1,30,49
Economics,Data,1,30,15
Economics,Statistics,1,30,81
Economics,Data Mining,1,30,19
